label	message
spam	well done your costa del sol holiday or await collection call now toclaim sae tcs pobox stockport skxh costpm maxmins
ham	did u turn on the heater the heater was on and set to ltgt degrees
ham	no but you told me you were going before you got drunk
ham	we confirm eating at esplanade
ham	did you stitch his trouser
spam	great news call freefone to claim your guaranteed cash or gift speak to a live operator now
ham	sorry about earlier putting out firesare you around to talk after or do you actually have a life lol
ham	in that case i guess ill see you at campus lodge
ham	no break time one how i come out n get my stuff fr
ham	went fast asleep deartake care
ham	im still looking for a car to buy and have not gone the driving test yet
ham	can you use foreign stamps for whatever you send them off for
ham	did i forget to tell you i want you i need you i crave you but most of all i love you my sweet arabian steed mmmmmm yummy
ham	not from this campus are you in the library
ham	anything lar
ham	no im good for the movie is it ok if i leave in an hourish
ham	aight ive been set free think you could text me blakes address it occurs to me im not quite as sure what im doing as i thought i was
ham	pls help me tell ashley that i cant find her number oh
spam	dear xxxxxxx uve been invited to xchat this is our final attempt to contact u txt chat to pmsgrcvdhgsuitelandsrowwjhl ldn yrs
spam	want get laid tonight want real dogging locations sent direct ur mob join the uks largest dogging network by txting moan to nyt eca pmsgp
ham	im gonna be home soon and i dont want to talk about this stuff anymore tonight k ive cried enough today
ham	dont search love let love find u thats why its called falling in love bcoz u dont force yourself u just fall and u know there is smeone to hold u bslvyl
ham	i have no idea where you are
ham	kkadvance happy pongal
ham	im home doc gave me pain meds says everything is fine
spam	hmv bonus special pounds of genuine hmv vouchers to be won just answer easy questions play now send hmv to more infowwwpercentrealcom
spam	hot live fantasies call now just p per min ntt ltd po box croydon cr wb k
ham	whats nannys address
spam	days to kick off for euro u will be kept up to date with the latest news and results daily to be removed send get txt stop to
ham	hey sathya till now we dint meet not even a single time then how can i saw the situation sathya
ham	what you need you have a person to give na
ham	hmmm guess we can go kb n power yoga haha dunno we can tahan power yoga anot thk got lo oso forgot liao
spam	save money on wedding lingerie at wwwbridalpetticoatdreamscouk choose from a superb selection with national delivery brought to you by weddingfriend
ham	k k sms chat with me
ham	im in solihull do you want anything
ham	i dun believe u i thk u told him
ham	life is nothing wen v get everything but life is everything wen v miss something real value of people wil be realized only in their absence gud mrng
ham	small problem in auctionpunj now asking tiwary
ham	i dont know but im raping dudes at poker
ham	dear i have reache room
ham	well done blimey exercise yeah i kinda remember wot that is hmm
ham	good morning my dear have a great amp successful day
ham	where r we meeting
ham	you sure your neighbors didnt pick it up
ham	cool do you like swimming i have a pool and jacuzzi at my house
spam	you will recieve your tone within the next hrs for terms and conditions please see channel u teletext pg
ham	are you this much buzy
ham	still got lessons in sch
ham	im working technical support voice processnetworking field
ham	i cant pick the phone right now pls send a message
ham	excellent ill see what rileys plans are
ham	oh great ill disturb him more so that we can talk
ham	the word checkmate in chess comes from the persian phrase shah maat which means the king is dead goodmorning have a good day
ham	chk in ur belovd ms dict
ham	my love i hope your not doing anything drastic dont you dare sell your pc or your phone
ham	lol grins im not babe but thanks for thinking of me
spam	you have won a guaranteed award or even cashto claim ur award call free on stop getstop on php rg jx
ham	im on the bus love you
ham	ok ill send you with in ltdecimalgt ok
spam	babe u want me dont u baby im nasty and have a thing filthyguys fancy a rude time with a sexy bitch how about we go slo n hard txt xxx slomsgs
ham	congratulations ore mo owo re wa enjoy it and i wish you many happy moments to and fro wherever you go
spam	urgent we are trying to contact u todays draw shows that you have won a prize guaranteed call from land line claim j po boxcpm
spam	more people are dogging in your area now call and join like minded guys why not arrange yourself theres this evening a minapn lsbb
ham	huh also cannot then only how many mistakes
ham	hi hope you had a good day have a better night
ham	hi baby im cruisin with my girl friend what r u up give me a call in and hour at home if thats alright or fone me on this fone now love jenny xxx
ham	ok i also wan watch e pm show
ham	hey ive booked the lessons on sun liao
ham	i keep ten rs in my shelf buy two egg
ham	tell me again what your address is
ham	mm i am on the way to railway
ham	today is sorry day if ever i was angry with you if ever i misbehaved or hurt you plz plz just slap urself bcoz its ur fault im basically good
ham	ive told you everything will stop just dont let her get dehydrated
ham	dear i am not denying your words please
spam	wow the boys r back take that uk tour win vip tickets prebook with vip club txt club to trackmarque ltd infovipclubu
spam	please call our customer service representative on freephone between ampm as you have won a guaranteed cash or prize
ham	ya im referin to meis ex wat no ah waitin u to treat somebody shld b rich liaoso gd den u dun have to work frm tmr onwards
ham	eatin later but im eatin wif my frens now lei going home first
ham	was actually sleeping and still might when u call back so a text is gr you rock sis will send u a text wen i wake
ham	i want to send something that can sell fast ltgt k is not easy money
ham	reverse is cheating that is not mathematics
ham	tell me pa how is pain de
ham	when i was born god said oh no another idiot when you were born god said oh no competition who knew one day these two will become freinds forever
ham	reverse is cheating that is not mathematics
ham	you might want to pull out more just in case and just plan on not spending it if you can i dont have much confidence in derek and taylors money management
ham	yalru lyfu astne chikku bt innu mundhe lyf ali halla ke bilo marriageprogram edhae so lyf is nt yet ovr chikkuali vargu lyfu meow meowd
ham	hey das cool iknow all wellda peril of studentfinancial crisisspk u lr
